0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0	30
0	31
0	32
0	33
0	34
0	35
0	36
0	37
0	38
0	39
0	40
0	41
0	42
0	43
0	44
0	45
0	46
0	47
0	48
0	49
0	50
0	51
0	52
0	53
0	54
0	55
0	56
0	57
0	58
0	59
0	60
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	68
0	69
0	70
0	71
0	72
0	73
0	74
0	75
0	76
0	77
0	78
0	79
0	80
0	81
0	82
0	83
0	84
0	85
0	86
0	87
0	88
0	89
0	90
0	91
0	92
0	93
0	94
0	95
0	96
0	97
0	98
0	99
0	100
0	101
0	102
0	103
0	104
0	105
0	106
0	107
0	108
0	109
0	110
0	111
0	112
0	113
0	114
0	115
0	116
0	117
0	118
0	119
0	120
0	121
0	122
0	123
0	124
0	125
0	126
0	127
0	128
0	129
0	130
0	131
0	132
0	133
0	134
0	135
0	136
0	137
0	138
0	139
0	140
0	141
0	142
0	143
0	144
0	145
0	146
0	147
0	148
0	149
0	150
0	151
0	152
0	153
0	154
0	155
0	156
0	157
0	158
0	159
0	160
0	161
0	162
0	163
0	164
0	165
0	166
0	167
0	168
0	169
0	170
0	171
0	172
0	173
0	174
0	175
0	176
0	177
0	178
0	179
0	180
0	181
0	182
0	183
0	184
0	185
0	186
0	187
0	188
0	189
0	190
0	191
0	192
0	193
0	194
0	195
0	196
0	197
0	198
0	199
0	200
0	201
0	202
0	203
0	204
0	205
0	206
0	207
0	208
0	209
0	210
0	211
0	212
0	213
0	214
0	215
0	216
0	217
0	218
0	219
0	220
0	221
0	222
0	223
0	224
0	225
0	226
0	227
0	228
0	229
0	230
0	231
0	232
0	233
0	234
0	235
0	236
0	237
0	238
0	239
0	240
0	241
0	242
0	243
0	244
0	245
0	246
0	247
0	248
0	249
0	250
0	251
0	252
0	253
0	254
0	255
0	256
0	257
0	258
0	259
0	260
0	261
0	262
0	263
0	264
0	265
0	266
0	267
0	268
0	269
0	270
0	271
0	272
0	273
0	274
0	275
0	276
0	277
0	278
0	279
0	280
0	281
0	282
0	283
0	284
0	285
0	286
0	287
0	288
0	289
0	290
0	291
0	292
0	293
0	294
0	295
0	296
0	297
0	298
0	299
0	300
0	301
0	302
0	303
0	304
0	305
0	306
0	307
0	308
0	309
0	310
0	311
0	312
0	313
0	314
0	315
0	316
0	317
0	318
0	319
0	320
0	321
0	322
0	323
0	324
0	325
0	326
0	327
0	328
0	329
0	330
0	331
0	332
0	333
0	334
0	335
0	336
0	337
0	338
0	339
0	340
0	341
0	342
0	343
0	344
0	345
0	346
0	347
0	348
0	349
0	350
0	351
0	352
0	353
0	354
0	355
0	356
0	357
0	358
0	359
0	360
0	361
0	362
0	363
0	364
0	365
0	366
0	367
0	368
0	369
0	370
0	371
0	372
0	373
0	374
0	375
0	376
0	377
0	378
1	1
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	12
1	16
1	18
1	19
1	20
1	21
1	22
1	23
1	25
1	26
1	28
1	30
1	31
1	32
1	33
1	34
1	35
1	37
1	38
1	39
1	41
1	42
1	44
1	45
1	47
1	48
1	49
1	51
1	52
1	56
1	57
1	59
1	60
1	61
1	62
1	63
1	66
1	67
1	69
1	70
1	71
1	72
1	73
1	74
1	75
1	76
1	77
1	78
1	79
1	80
1	82
1	83
1	84
1	85
1	86
1	87
1	88
1	89
1	90
1	92
1	93
1	94
1	101
1	102
1	105
1	106
1	108
1	109
1	118
1	121
1	122
1	123
1	124
1	126
1	131
1	134
1	135
1	137
1	138
1	139
1	140
1	141
1	146
1	148
1	150
1	151
1	167
1	168
1	170
1	171
1	173
1	174
1	176
1	180
1	182
1	183
1	187
1	188
1	189
1	190
1	193
1	195
1	196
1	198
1	199
1	200
1	203
1	207
1	208
1	212
1	214
1	215
1	216
1	220
1	221
1	223
1	224
1	229
1	232
1	234
1	235
1	236
1	238
1	242
1	246
1	247
1	249
1	251
1	254
1	258
1	263
1	266
1	267
1	270
1	272
1	273
1	274
1	275
1	276
1	281
1	282
1	288
1	289
1	293
1	294
1	296
1	299
1	302
1	304
1	305
1	307
1	308
1	309
1	310
1	311
1	314
1	315
1	317
1	318
1	320
1	323
1	324
1	328
1	331
1	334
1	339
1	343
1	344
1	346
1	347
1	348
1	349
1	350
1	351
1	352
1	356
1	358
1	368
1	369
1	372
1	373
1	374
1	391
1	394
1	399
1	417
1	420
1	423
1	430
1	434
1	438
1	441
1	445
1	446
1	454
1	459
1	475
1	477
1	481
1	484
1	490
1	499
1	523
1	540
1	547
1	551
1	553
1	554
1	555
1	556
1	567
1	568
1	569
1	571
1	572
1	573
1	575
1	581
1	587
1	588
1	590
1	591
1	597
1	599
1	600
1	606
1	607
1	608
1	609
1	610
1	612
1	613
1	624
1	628
1	629
1	631
1	633
1	634
1	635
1	636
1	637
1	638
1	639
1	640
1	641
1	642
1	643
1	644
1	648
1	652
1	656
1	659
1	661
1	670
1	673
1	677
1	678
1	682
1	689
1	696
1	702
1	703
1	704
1	707
1	716
1	717
1	724
1	734
1	736
1	737
1	740
1	745
1	746
1	749
1	752
1	754
1	756
1	758
1	759
1	762
1	764
1	769
1	771
1	778
1	780
1	781
1	782
1	784
1	785
1	786
1	800
1	803
1	804
1	809
1	810
1	833
1	836
1	843
1	847
1	871
1	872
1	874
1	899
1	903
1	904
1	922
1	928
1	930
1	931
1	933
1	936
1	938
1	940
1	941
1	943
1	944
1	959
1	997
1	998
1	1029
1	1032
1	1037
1	1050
1	1053
1	1057
1	1058
1	1059
1	1060
1	1061
1	1062
1	1063
1	1064
1	1065
1	1066
1	1067
1	1068
1	1069
1	1070
1	1071
1	1072
1	1073
1	1074
1	1075
1	1076
1	1077
1	1078
1	1079
1	1080
1	1081
1	1082
1	1083
1	1084
1	1085
1	1086
1	1087
1	1088
1	1089
1	1090
1	1091
1	1092
1	1093
1	1094
1	1095
1	1096
1	1097
1	1098
1	1099
1	1100
1	1101
1	1102
1	1103
1	1104
1	1105
1	1106
1	1107
1	1108
1	1109
1	1110
1	1111
1	1112
1	1113
1	1114
1	1115
1	1116
1	1117
1	1118
1	1119
1	1120
1	1121
1	1122
1	1123
1	1124
1	1125
1	1126
1	1127
1	1128
1	1129
1	1130
1	1131
1	1132
1	1133
1	1134
1	1135
1	1136
1	1137
1	1138
1	1139
1	1140
1	1141
1	1142
1	1143
1	1144
1	1145
1	1146
1	1147
1	1148
1	1149
1	1150
1	1151
1	1152
1	1153
1	1154
1	1155
1	1156
1	1157
1	1158
1	1159
1	1160
1	1161
1	1162
1	1163
1	1164
1	1165
1	1166
1	1167
1	1168
1	1169
1	1170
1	1171
1	1172
1	1173
1	1174
1	1175
1	1176
1	1177
1	1178
1	1179
1	1180
1	1181
1	1182
1	1183
1	1184
1	1185
1	1186
